,address,type,datetime,latitude,longitude,report_location,incident_number
4204,31st Ave S / S Atlantic St,MVI - Motor Vehicle Incident,2026-01-28T18:58:00.000,47.589434,-122.292492,"{'type': 'Point', 'coordinates': [-122.292492, 47.589434]}",F260013283
4205,Nb Sr509 At 1 Ave S Bridge,MVI Freeway,2026-01-28T18:53:00.000,47.542241,-122.33422,"{'type': 'Point', 'coordinates': [-122.33422, 47.542241]}",F260013282
4206,13026 4th Ave Nw,Aid Response,2026-01-28T18:51:00.000,47.723499,-122.362301,"{'type': 'Point', 'coordinates': [-122.362301, 47.723499]}",F260013281
4207,12248 Aurora Ave N,Aid Response,2026-01-28T18:43:00.000,47.718065,-122.344911,"{'type': 'Point', 'coordinates': [-122.344911, 47.718065]}",F260013279
4208,4628 S Holly St,Aid Response Yellow,2026-01-28T18:34:00.000,47.542466,-122.275011,"{'type': 'Point', 'coordinates': [-122.275011, 47.542466]}",F260013277
4209,6022 50th Ave Ne,Aid Response,2026-01-28T18:27:00.000,47.672168,-122.273788,"{'type': 'Point', 'coordinates': [-122.273788, 47.672168]}",F260013275
4210,802 N 43rd St,Investigate Out Of Service,2026-01-28T18:25:00.000,47.659335,-122.348621,"{'type': 'Point', 'coordinates': [-122.348621, 47.659335]}",F260013274
4211,8312 29TH AVE NW,Illegal Burn,2026-01-28T18:17:00.000,47.688788,-122.394392,"{'type': 'Point', 'coordinates': [-122.394392, 47.688788]}",F260013272
4212,5500 14th Ave Nw,MVI - Motor Vehicle Incident,2026-01-28T18:16:00.000,47.668665,-122.373589,"{'type': 'Point', 'coordinates': [-122.373589, 47.668665]}",F260013271
4213,227 N 143rd St,Aid Response,2026-01-28T18:05:00.000,47.732316,-122.356343,"{'type': 'Point', 'coordinates': [-122.356343, 47.732316]}",F260013269
4214,Denny Way / Warren Ave N,MVI - Motor Vehicle Incident,2026-01-28T18:04:00.000,47.618597,-122.354147,"{'type': 'Point', 'coordinates': [-122.354147, 47.618597]}",F260013268
4215,4811 S Director St,Aid Response,2026-01-28T18:02:00.000,47.522343,-122.272768,"{'type': 'Point', 'coordinates': [-122.272768, 47.522343]}",F260013267
4216,1105 E Fir St,Aid Response,2026-01-28T17:49:00.000,47.602688,-122.318034,"{'type': 'Point', 'coordinates': [-122.318034, 47.602688]}",F260013266
4217,747 N 135th St,Aid Response,2026-01-28T17:47:00.000,47.726803,-122.347793,"{'type': 'Point', 'coordinates': [-122.347793, 47.726803]}",F260013263
4218,829 Ne 67th St,Electrical Problem,2026-01-28T17:47:00.000,47.677305,-122.319698,"{'type': 'Point', 'coordinates': [-122.319698, 47.677305]}",F260013264
4219,802 N 43rd St,Fire in Building,2026-01-28T17:44:00.000,47.659335,-122.348621,"{'type': 'Point', 'coordinates': [-122.348621, 47.659335]}",F260013261
4220,4130 Roosevelt Way Ne,2RED - 1 + 1,2026-01-28T17:43:00.000,47.657074,-122.317814,"{'type': 'Point', 'coordinates': [-122.317814, 47.657074]}",F260013260
4221,1521 Nw 54th St,Aid Response Yellow,2026-01-28T17:40:00.000,47.667891,-122.376486,"{'type': 'Point', 'coordinates': [-122.376486, 47.667891]}",F260013259
4222,120 6th Ave S,Aid Response,2026-01-28T17:38:00.000,47.601539,-122.326352,"{'type': 'Point', 'coordinates': [-122.326352, 47.601539]}",F260013258
4223,900 University St,Aid Response,2026-01-28T17:38:00.000,47.61055,-122.329318,"{'type': 'Point', 'coordinates': [-122.329318, 47.61055]}",F260013257
4224,805 4th Ave N,Aid Response,2026-01-28T17:35:00.000,47.626322,-122.348863,"{'type': 'Point', 'coordinates': [-122.348863, 47.626322]}",F260013255
4225,Sand Point Way Ne / Ne 65th St,Medic Response,2026-01-28T17:35:00.000,47.675722,-122.263545,"{'type': 'Point', 'coordinates': [-122.263545, 47.675722]}",F260013254
4226,1325 4th Ave,Rescue Elevator,2026-01-28T17:28:00.000,47.608471,-122.335089,"{'type': 'Point', 'coordinates': [-122.335089, 47.608471]}",F260013248
4227,23rd Ave S / S Jackson St,Aid Response,2026-01-28T17:22:00.000,47.599281,-122.302233,"{'type': 'Point', 'coordinates': [-122.302233, 47.599281]}",F260013247
4228,201 Yesler Way,Aid Response,2026-01-28T17:21:00.000,47.601719,-122.331966,"{'type': 'Point', 'coordinates': [-122.331966, 47.601719]}",F260013245
4229,210 Alaskan Way S,Aid Response,2026-01-28T17:21:00.000,47.600593,-122.335915,"{'type': 'Point', 'coordinates': [-122.335915, 47.600593]}",F260013246
4230,211 W Highland Dr,Aid Response,2026-01-28T17:19:00.000,47.629582,-122.359358,"{'type': 'Point', 'coordinates': [-122.359358, 47.629582]}",F260013244
4231,1301 6th Ave,Aid Response,2026-01-28T17:13:00.000,47.60916,-122.33264,"{'type': 'Point', 'coordinates': [-122.33264, 47.60916]}",F260013242
4232,1502 E Yesler Way,Auto Fire Alarm,2026-01-28T17:11:00.000,47.601686,-122.31285,"{'type': 'Point', 'coordinates': [-122.31285, 47.601686]}",F260013241
4233,6TH AVE / OLIVE WAY,Aid Response,2026-01-28T17:09:00.000,47.61313,-122.336282,"{'type': 'Point', 'coordinates': [-122.336282, 47.61313]}",F260013238
4234,2720 E Madison St,Aid Response,2026-01-28T17:09:00.000,47.623153,-122.296667,"{'type': 'Point', 'coordinates': [-122.296667, 47.623153]}",F260013240
4235,1333 N 125th St,Investigate Out Of Service,2026-01-28T17:08:00.000,47.719572,-122.3418,"{'type': 'Point', 'coordinates': [-122.3418, 47.719572]}",F260013237
4236,3021 Sw Bradford St,Auto Fire Alarm,2026-01-28T17:05:00.000,47.569237,-122.371429,"{'type': 'Point', 'coordinates': [-122.371429, 47.569237]}",F260013235
4237,3456 West Viewmont Way W,Automatic Fire Alarm Resd,2026-01-28T17:02:00.000,47.651268,-122.409879,"{'type': 'Point', 'coordinates': [-122.409879, 47.651268]}",F260013234
4238,15TH AVE W / W BARRETT ST,Aid Response,2026-01-28T16:57:00.000,47.646558,-122.37635,"{'type': 'Point', 'coordinates': [-122.37635, 47.646558]}",F260013232
4239,15th Ave W / W Barrett St,Aid Response,2026-01-28T16:51:00.000,47.646558,-122.37635,"{'type': 'Point', 'coordinates': [-122.37635, 47.646558]}",F260013228
4240,3015 E Madison St,Aid Response,2026-01-28T16:41:00.000,47.625251,-122.293571,"{'type': 'Point', 'coordinates': [-122.293571, 47.625251]}",F260013223
4241,2700 Beacon Ave S,Aid Response,2026-01-28T16:40:00.000,47.579471,-122.312377,"{'type': 'Point', 'coordinates': [-122.312377, 47.579471]}",F260013222
4242,1400 Madison St,Medic Response,2026-01-28T16:38:00.000,47.61073,-122.32181,"{'type': 'Point', 'coordinates': [-122.32181, 47.61073]}",F260013220
4243,301 PINE ST,Aid Response,2026-01-28T16:36:00.000,47.610748,-122.338691,"{'type': 'Point', 'coordinates': [-122.338691, 47.610748]}",F260013218
4244,4022 Densmore Ave N,Aid Response,2026-01-28T16:34:00.000,47.655905,-122.337448,"{'type': 'Point', 'coordinates': [-122.337448, 47.655905]}",F260013217
4245,Maynard Ave S / S Dearborn St,Medic Response- Overdose,2026-01-28T16:28:00.000,47.595835,-122.325068,"{'type': 'Point', 'coordinates': [-122.325068, 47.595835]}",F260013216
4246,10503 Interlake Ave N,Medic Response,2026-01-28T16:26:00.000,47.705065,-122.340648,"{'type': 'Point', 'coordinates': [-122.340648, 47.705065]}",F260013213
4247,5th Ave W / W Mcgraw Pl,MVI - Motor Vehicle Incident,2026-01-28T16:26:00.000,47.641415,-122.363587,"{'type': 'Point', 'coordinates': [-122.363587, 47.641415]}",F260013214
4248,5433 Leary Ave Nw,Aid Response,2026-01-28T16:24:00.000,47.667504,-122.38311,"{'type': 'Point', 'coordinates': [-122.38311, 47.667504]}",F260013211
4249,3805 S Angeline St,Aid Response,2026-01-28T16:24:00.000,47.559459,-122.284252,"{'type': 'Point', 'coordinates': [-122.284252, 47.559459]}",F260013212
4250,1519 12th Ave,Aid Response,2026-01-28T16:23:00.000,47.614317,-122.316839,"{'type': 'Point', 'coordinates': [-122.316839, 47.614317]}",F260013210
4251,1020 DENNY WAY,Aid Response Yellow,2026-01-28T16:19:00.000,47.618526,-122.336891,"{'type': 'Point', 'coordinates': [-122.336891, 47.618526]}",F260013209
4252,9645 Renton Ave S,Investigate Out Of Service,2026-01-28T16:18:00.000,47.515855,-122.268102,"{'type': 'Point', 'coordinates': [-122.268102, 47.515855]}",F260013208
4253,410 2nd Ave Et S,Aid Response,2026-01-28T16:16:00.000,47.601202,-122.331511,"{'type': 'Point', 'coordinates': [-122.331511, 47.601202]}",F260013207
4254,3rd Ave / Bell St,Aid Response,2026-01-28T16:16:00.000,47.614705,-122.344794,"{'type': 'Point', 'coordinates': [-122.344794, 47.614705]}",F260013206
4255,12748 37th Ave Ne,Aid Response,2026-01-28T16:14:00.000,47.721089,-122.288566,"{'type': 'Point', 'coordinates': [-122.288566, 47.721089]}",F260013205
4256,2120 S Plum St,Aid Response,2026-01-28T16:10:00.000,47.585503,-122.305275,"{'type': 'Point', 'coordinates': [-122.305275, 47.585503]}",F260013202
4257,30th Ave Ne / Ne 65th St,MVI - Motor Vehicle Incident,2026-01-28T16:08:00.000,47.675779,-122.295093,"{'type': 'Point', 'coordinates': [-122.295093, 47.675779]}",F260013201
4258,ROOSEVELT WAY NE / NE 43RD ST,MVI - Motor Vehicle Incident,2026-01-28T16:06:00.000,47.659456,-122.317752,"{'type': 'Point', 'coordinates': [-122.317752, 47.659456]}",F260013200
4259,NB SR99 TUNNEL AT TUNNEL ENTRANCE,MVI Freeway,2026-01-28T16:03:00.000,47.591657,-122.33631,"{'type': 'Point', 'coordinates': [-122.33631, 47.591657]}",F260013197
4260,109 Alaskan Way S,Rubbish Fire,2026-01-28T16:03:00.000,47.601649,-122.336516,"{'type': 'Point', 'coordinates': [-122.336516, 47.601649]}",F260013196
4261,2601 W Marina Pl,Aid Response,2026-01-28T15:56:00.000,47.63129,-122.390031,"{'type': 'Point', 'coordinates': [-122.390031, 47.63129]}",F260013194
4262,30th Ave Ne / Ne 55th St,MVI - Motor Vehicle Incident,2026-01-28T15:54:00.000,47.668518,-122.295064,"{'type': 'Point', 'coordinates': [-122.295064, 47.668518]}",F260013191
4263,10740 Meridian Ave N,Auto Fire Alarm,2026-01-28T15:53:00.000,47.707087,-122.333965,"{'type': 'Point', 'coordinates': [-122.333965, 47.707087]}",F260013190
4264,7932 Rainier Ave S,Auto Fire Alarm,2026-01-28T15:49:00.000,47.531584,-122.269309,"{'type': 'Point', 'coordinates': [-122.269309, 47.531584]}",F260013188
4265,4 Nickerson St,Aid Response,2026-01-28T15:48:00.000,47.649764,-122.357657,"{'type': 'Point', 'coordinates': [-122.357657, 47.649764]}",F260013187
4266,201 Yesler Way,Aid Response,2026-01-28T15:44:00.000,47.601719,-122.331966,"{'type': 'Point', 'coordinates': [-122.331966, 47.601719]}",F260013186
4267,2010 S Jackson St,Aid Response,2026-01-28T15:42:00.000,47.599258,-122.305827,"{'type': 'Point', 'coordinates': [-122.305827, 47.599258]}",F260013185
4268,14295 Sherwood Rd Nw,Aid Response,2026-01-28T15:40:00.000,47.73295,-122.369494,"{'type': 'Point', 'coordinates': [-122.369494, 47.73295]}",F260013184
4269,11064 Lake City Way Ne,Aid Response,2026-01-28T15:38:00.000,47.708858,-122.301216,"{'type': 'Point', 'coordinates': [-122.301216, 47.708858]}",F260013183
4270,913 S Jackson St,Aid Response,2026-01-28T15:35:00.000,47.59919,-122.320841,"{'type': 'Point', 'coordinates': [-122.320841, 47.59919]}",F260013182
4271,Fairview Ave N / Thomas St,Aid Response,2026-01-28T15:34:00.000,47.620839,-122.334268,"{'type': 'Point', 'coordinates': [-122.334268, 47.620839]}",F260013180
4272,42nd Ave E / E Mcgilvra St,Aid Response,2026-01-28T15:32:00.000,47.640705,-122.278413,"{'type': 'Point', 'coordinates': [-122.278413, 47.640705]}",F260013178
4273,1911 22nd Ave S,Low Acuity Response,2026-01-28T15:27:00.000,47.586234,-122.304237,"{'type': 'Point', 'coordinates': [-122.304237, 47.586234]}",F260013177
4274,1723 Summit Ave,2RED - 1 + 1,2026-01-28T15:26:00.000,47.616656,-122.325547,"{'type': 'Point', 'coordinates': [-122.325547, 47.616656]}",F260013176
4275,1918 3rd Ave,Low Acuity Response,2026-01-28T15:24:00.000,47.611762,-122.339818,"{'type': 'Point', 'coordinates': [-122.339818, 47.611762]}",F260013174
4276,4515 Martin Luther King Jr Way S,Trans to AMR,2026-01-28T15:24:00.000,47.562669,-122.294661,"{'type': 'Point', 'coordinates': [-122.294661, 47.562669]}",F260013175
4277,303 Taylor Ave N,Illegal Burn,2026-01-28T15:19:00.000,47.620935,-122.346296,"{'type': 'Point', 'coordinates': [-122.346296, 47.620935]}",F260013173
4278,10200 1st Ave Ne,Aid Response,2026-01-28T15:18:00.000,47.702577,-122.328518,"{'type': 'Point', 'coordinates': [-122.328518, 47.702577]}",F260013172
4279,15th Ave Nw / Nw Leary Way,BC Medic Response,2026-01-28T15:11:00.000,47.663664,-122.376123,"{'type': 'Point', 'coordinates': [-122.376123, 47.663664]}",F260013170
4280,916 N 143rd St,Auto Fire Alarm,2026-01-28T15:10:00.000,47.732314,-122.347028,"{'type': 'Point', 'coordinates': [-122.347028, 47.732314]}",F260013169
4281,2319 Lake Park Dr S,Illegal Burn,2026-01-28T15:07:00.000,47.581891,-122.287896,"{'type': 'Point', 'coordinates': [-122.287896, 47.581891]}",F260013168
4282,700 Minor Ave,Medic Response,2026-01-28T15:02:00.000,47.607661,-122.322073,"{'type': 'Point', 'coordinates': [-122.322073, 47.607661]}",F260013166
4283,509 3rd Ave,Aid Response,2026-01-28T14:53:00.000,47.602114,-122.330809,"{'type': 'Point', 'coordinates': [-122.330809, 47.602114]}",F260013163
4284,4906 25th Ave Ne,Medic Response- 7 per Rule,2026-01-28T14:51:00.000,47.664388,-122.300911,"{'type': 'Point', 'coordinates': [-122.300911, 47.664388]}",F260013161
4285,1000 4th Ave,Alarm Bell,2026-01-28T14:47:00.000,47.606088,-122.332909,"{'type': 'Point', 'coordinates': [-122.332909, 47.606088]}",F260013157
4286,4229 University Way Ne,Aid Response,2026-01-28T14:45:00.000,47.658738,-122.313196,"{'type': 'Point', 'coordinates': [-122.313196, 47.658738]}",F260013156
4287,14th Ave Nw / Nw Leary Way,Medic Response- Overdose,2026-01-28T14:40:00.000,47.663662,-122.373594,"{'type': 'Point', 'coordinates': [-122.373594, 47.663662]}",F260013154
4288,N 84th St / Greenwood Ave N,Aid Response,2026-01-28T14:37:00.000,47.689837,-122.355301,"{'type': 'Point', 'coordinates': [-122.355301, 47.689837]}",F260013152
4289,11TH AVE S / BEACON AVE S,Aid Response,2026-01-28T14:37:00.000,47.585083,-122.318596,"{'type': 'Point', 'coordinates': [-122.318596, 47.585083]}",F260013151
4290,4100 Sw Alaska St,Medic Response,2026-01-28T14:31:00.000,47.561096,-122.384137,"{'type': 'Point', 'coordinates': [-122.384137, 47.561096]}",F260013150
4291,TAYLOR AVE N / HARRISON ST,Illegal Burn,2026-01-28T14:28:00.000,47.62207,-122.346287,"{'type': 'Point', 'coordinates': [-122.346287, 47.62207]}",F260013149
4292,401 Broadway,Single Medic Unit,2026-01-28T14:26:00.000,47.605225,-122.32075,"{'type': 'Point', 'coordinates': [-122.32075, 47.605225]}",F260013148
4293,1135 Nw Leary Way,Medic Response- Overdose,2026-01-28T14:25:00.000,47.663658,-122.371089,"{'type': 'Point', 'coordinates': [-122.371089, 47.663658]}",F260013146
4294,2746 Ne 45th St,Auto Alarm 1 + 1 + 1,2026-01-28T14:23:00.000,47.661239,-122.297259,"{'type': 'Point', 'coordinates': [-122.297259, 47.661239]}",F260013145
4295,11334 19th Ave Ne,Medic Response,2026-01-28T14:19:00.000,47.710619,-122.308132,"{'type': 'Point', 'coordinates': [-122.308132, 47.710619]}",F260013143
4296,121 Vine St,Illegal Burn,2026-01-28T14:18:00.000,47.615391,-122.349498,"{'type': 'Point', 'coordinates': [-122.349498, 47.615391]}",F260013142
4297,1105 E Fir St,Aid Response,2026-01-28T14:17:00.000,47.602688,-122.318034,"{'type': 'Point', 'coordinates': [-122.318034, 47.602688]}",F260013141
4298,9200 2nd Ave Sw,Aid Response,2026-01-28T14:15:00.000,47.521244,-122.336301,"{'type': 'Point', 'coordinates': [-122.336301, 47.521244]}",F260013140
4299,6806 15th Ave Ne,Low Acuity Response,2026-01-28T14:15:00.000,47.677632,-122.311968,"{'type': 'Point', 'coordinates': [-122.311968, 47.677632]}",F260013139
4300,11300 5th Ave Ne,Medic Response,2026-01-28T14:02:00.000,47.710734,-122.323338,"{'type': 'Point', 'coordinates': [-122.323338, 47.710734]}",F260013133
4301,1918 3rd Ave,Low Acuity Response,2026-01-28T14:02:00.000,47.611762,-122.339818,"{'type': 'Point', 'coordinates': [-122.339818, 47.611762]}",F260013134
4302,2531 Rainier Ave S,Aid Response,2026-01-28T14:01:00.000,47.580717,-122.299956,"{'type': 'Point', 'coordinates': [-122.299956, 47.580717]}",F260013132
4303,1902 2nd Ave,Aid Response,2026-01-28T14:00:00.000,47.610972,-122.340465,"{'type': 'Point', 'coordinates': [-122.340465, 47.610972]}",F260013131
4304,915 Nw 45th St,Aid Response,2026-01-28T13:58:00.000,47.661467,-122.368768,"{'type': 'Point', 'coordinates': [-122.368768, 47.661467]}",F260013130
4305,805 4th Ave N,Aid Response,2026-01-28T13:57:00.000,47.626322,-122.348863,"{'type': 'Point', 'coordinates': [-122.348863, 47.626322]}",F260013129
4306,1703 California Ave Sw,Medic Response,2026-01-28T13:49:00.000,47.588027,-122.386277,"{'type': 'Point', 'coordinates': [-122.386277, 47.588027]}",F260013127
4307,85 Pike St,Aid Response,2026-01-28T13:46:00.000,47.608584,-122.340581,"{'type': 'Point', 'coordinates': [-122.340581, 47.608584]}",F260013125
4308,1448 Nw Market St,Aid Response,2026-01-28T13:46:00.000,47.668666,-122.374848,"{'type': 'Point', 'coordinates': [-122.374848, 47.668666]}",F260013126
4309,Broadway E / E Republican St,Low Acuity Response,2026-01-28T13:45:00.000,47.623129,-122.320924,"{'type': 'Point', 'coordinates': [-122.320924, 47.623129]}",F260013122
4310,4113 Linden Ave N,Aid Response,2026-01-28T13:45:00.000,47.656793,-122.348558,"{'type': 'Point', 'coordinates': [-122.348558, 47.656793]}",F260013123
4311,7530 34th Ave Nw,Aid Response Yellow,2026-01-28T13:45:00.000,47.683389,-122.400413,"{'type': 'Point', 'coordinates': [-122.400413, 47.683389]}",F260013124
4312,223 Yesler Way,Aid Response,2026-01-28T13:32:00.000,47.601718,-122.331581,"{'type': 'Point', 'coordinates': [-122.331581, 47.601718]}",F260013120
4313,14115 Aurora Ave N,Auto Alarm 1 + 1 + 1,2026-01-28T13:26:00.000,47.731129,-122.345064,"{'type': 'Point', 'coordinates': [-122.345064, 47.731129]}",F260013117
4314,223 Yesler Way,Illegal Burn,2026-01-28T13:24:00.000,47.601718,-122.331581,"{'type': 'Point', 'coordinates': [-122.331581, 47.601718]}",F260013116
4315,325 9th Ave,Medic Response,2026-01-28T13:22:00.000,47.603586,-122.322948,"{'type': 'Point', 'coordinates': [-122.322948, 47.603586]}",F260013113
4316,362 Denny Way,Aid Response,2026-01-28T13:14:00.000,47.618578,-122.349485,"{'type': 'Point', 'coordinates': [-122.349485, 47.618578]}",F260013111
4317,11015 Alton Ave Ne,Investigate Out Of Service,2026-01-28T13:14:00.000,47.708443,-122.282731,"{'type': 'Point', 'coordinates': [-122.282731, 47.708443]}",F260013110
4318,35th Ave Sw / W Seattle Stadium Ac Rd,MVI - Motor Vehicle Incident,2026-01-28T13:06:00.000,47.562035,-122.376202,"{'type': 'Point', 'coordinates': [-122.376202, 47.562035]}",F260013106
4319,4016 W Prosper St,Aid Response Yellow,2026-01-28T13:05:00.000,47.649503,-122.408049,"{'type': 'Point', 'coordinates': [-122.408049, 47.649503]}",F260013104
4320,2614 4th Ave,Aid Response Yellow,2026-01-28T13:03:00.000,47.617316,-122.347229,"{'type': 'Point', 'coordinates': [-122.347229, 47.617316]}",F260013102
4321,7930 Rainier Ave S,Ladder Code Red,2026-01-28T13:02:00.000,47.530717,-122.269989,"{'type': 'Point', 'coordinates': [-122.269989, 47.530717]}",F260013101
4322,223 Yesler Way,Aid Response,2026-01-28T13:00:00.000,47.601718,-122.331581,"{'type': 'Point', 'coordinates': [-122.331581, 47.601718]}",F260013099
4323,121 15th Ave E,Aid Response,2026-01-28T12:58:00.000,47.618838,-122.312736,"{'type': 'Point', 'coordinates': [-122.312736, 47.618838]}",F260013098
4324,2202 E Olive St,Aid Response,2026-01-28T12:57:00.000,47.61711,-122.303597,"{'type': 'Point', 'coordinates': [-122.303597, 47.61711]}",F260013096
4325,1717 Belmont Ave,Automatic Medical Alarm,2026-01-28T12:51:00.000,47.616576,-122.32449,"{'type': 'Point', 'coordinates': [-122.32449, 47.616576]}",F260013095
4326,3920 Stone Way N,Aid Response,2026-01-28T12:44:00.000,47.654346,-122.34249,"{'type': 'Point', 'coordinates': [-122.34249, 47.654346]}",F260013094
4327,2600 Sw Barton St,Aid Response,2026-01-28T12:40:00.000,47.521022,-122.365894,"{'type': 'Point', 'coordinates': [-122.365894, 47.521022]}",F260013093
4328,6020 35th Ave Sw,Aid Response Yellow,2026-01-28T12:38:00.000,47.548231,-122.376372,"{'type': 'Point', 'coordinates': [-122.376372, 47.548231]}",F260013092
4329,105 5th Ave S,Marine Fire On Shore,2026-01-28T12:32:00.000,47.601643,-122.327656,"{'type': 'Point', 'coordinates': [-122.327656, 47.601643]}",F260013088
4330,3112 Sw Avalon Way,Aid Response,2026-01-28T12:26:00.000,47.565953,-122.371785,"{'type': 'Point', 'coordinates': [-122.371785, 47.565953]}",F260013084
4331,4754 42nd Ave Sw,Aid Response,2026-01-28T12:26:00.000,47.560119,-122.385486,"{'type': 'Point', 'coordinates': [-122.385486, 47.560119]}",F260013085
4332,5523 38th Ave Ne,Aid Response Yellow,2026-01-28T12:19:00.000,47.668711,-122.286858,"{'type': 'Point', 'coordinates': [-122.286858, 47.668711]}",F260013083
4333,100 Melrose Ave E,Aid Response,2026-01-28T12:18:00.000,47.618497,-122.327854,"{'type': 'Point', 'coordinates': [-122.327854, 47.618497]}",F260013082
4334,9009 Greenwood Ave N,Aid Response,2026-01-28T12:16:00.000,47.69429,-122.35534,"{'type': 'Point', 'coordinates': [-122.35534, 47.69429]}",F260013079
4335,Rainier Ave S / S Genesee St,Medic Response,2026-01-28T12:14:00.000,47.564095,-122.288186,"{'type': 'Point', 'coordinates': [-122.288186, 47.564095]}",F260013078
4336,SB I5 AT ALBRO,Fire Response Freeway,2026-01-28T12:11:00.000,47.551689,-122.317047,"{'type': 'Point', 'coordinates': [-122.317047, 47.551689]}",F260013076
4337,Beacon Ave S / S Columbian Way,Rescue Extrication,2026-01-28T12:10:00.000,47.559608,-122.304656,"{'type': 'Point', 'coordinates': [-122.304656, 47.559608]}",F260013074
4338,805 4th Ave N,Aid Response,2026-01-28T12:08:00.000,47.626322,-122.348863,"{'type': 'Point', 'coordinates': [-122.348863, 47.626322]}",F260013073
4339,610 2nd Ave N,Medic Response,2026-01-28T12:06:00.000,47.624653,-122.352791,"{'type': 'Point', 'coordinates': [-122.352791, 47.624653]}",F260013072
4340,3401 W Government Way,Automatic Medical Alarm,2026-01-28T11:57:00.000,47.659307,-122.400889,"{'type': 'Point', 'coordinates': [-122.400889, 47.659307]}",F260013067
4341,103 12th Ave,Auto Fire Alarm,2026-01-28T11:57:00.000,47.601733,-122.316784,"{'type': 'Point', 'coordinates': [-122.316784, 47.601733]}",F260013068
4342,12509 27th Ave Ne,Medic Response,2026-01-28T11:55:00.000,47.719374,-122.29909,"{'type': 'Point', 'coordinates': [-122.29909, 47.719374]}",F260013066
4343,11030 5th Ave Ne,Auto Fire Alarm,2026-01-28T11:54:00.000,47.709488,-122.323301,"{'type': 'Point', 'coordinates': [-122.323301, 47.709488]}",F260013065
4344,2400 N 65th St,Aid Response,2026-01-28T11:52:00.000,47.67595,-122.329611,"{'type': 'Point', 'coordinates': [-122.329611, 47.67595]}",F260013063
4345,1511 E Pike St,Auto Fire Alarm,2026-01-28T11:50:00.000,47.614113,-122.312626,"{'type': 'Point', 'coordinates': [-122.312626, 47.614113]}",F260013062
4346,9TH AVE / JEFFERSON ST,Alarm Bell,2026-01-28T11:47:00.000,47.604841,-122.324097,"{'type': 'Point', 'coordinates': [-122.324097, 47.604841]}",F260013059
4347,108 2nd Ave S,Medic Response- 7 per Rule,2026-01-28T11:31:00.000,47.601681,-122.331562,"{'type': 'Point', 'coordinates': [-122.331562, 47.601681]}",F260013058
4348,1315 Ne Campus Pkwy,Aid Response,2026-01-28T11:28:00.000,47.655998,-122.31426,"{'type': 'Point', 'coordinates': [-122.31426, 47.655998]}",F260013056
4349,6901 Martin Luther King Jr Way S,Medic Response- Overdose,2026-01-28T11:25:00.000,47.540684,-122.283048,"{'type': 'Point', 'coordinates': [-122.283048, 47.540684]}",F260013051
4350,3013 S Mount Baker Blvd,Aid Response,2026-01-28T11:22:00.000,47.575931,-122.293981,"{'type': 'Point', 'coordinates': [-122.293981, 47.575931]}",F260013050
4351,522 N 85th St,Aid Response,2026-01-28T11:15:00.000,47.690586,-122.35232,"{'type': 'Point', 'coordinates': [-122.35232, 47.690586]}",F260013047
4352,N 55th St / Phinney Ave N,Aid Response,2026-01-28T11:12:00.000,47.668431,-122.35441,"{'type': 'Point', 'coordinates': [-122.35441, 47.668431]}",F260013044
4353,1040 S Henderson St,Aid Response,2026-01-28T11:09:00.000,47.523056,-122.31979,"{'type': 'Point', 'coordinates': [-122.31979, 47.523056]}",F260013043
4354,9000 Aurora Ave N,Aid Response,2026-01-28T11:06:00.000,47.694186,-122.344565,"{'type': 'Point', 'coordinates': [-122.344565, 47.694186]}",F260013042
4355,3405 E Marion St,Aid Response Yellow,2026-01-28T11:05:00.000,47.610409,-122.28932,"{'type': 'Point', 'coordinates': [-122.28932, 47.610409]}",F260013041
4356,1909 Queen Anne Ave N,Aid Response,2026-01-28T10:56:00.000,47.636005,-122.356954,"{'type': 'Point', 'coordinates': [-122.356954, 47.636005]}",F260013039
4357,650 NE 42ND ST,Aid Response,2026-01-28T10:20:00.000,47.65752,-122.321353,"{'type': 'Point', 'coordinates': [-122.321353, 47.65752]}",F260013029
4358,9600 Martin Luther King Jr Way S,Medic Response,2026-01-28T10:07:00.000,47.516888,-122.279154,"{'type': 'Point', 'coordinates': [-122.279154, 47.516888]}",F260013025
4359,6510 S Fountain Pl,Aid Response,2026-01-28T10:07:00.000,47.503254,-122.251082,"{'type': 'Point', 'coordinates': [-122.251082, 47.503254]}",F260013024
4360,116 Fairview Ave N,Medic Response,2026-01-28T10:01:00.000,47.618693,-122.334256,"{'type': 'Point', 'coordinates': [-122.334256, 47.618693]}",F260013020
4361,Broadway E / E Republican St,Aid Response,2026-01-28T10:00:00.000,47.623129,-122.320924,"{'type': 'Point', 'coordinates': [-122.320924, 47.623129]}",F260013019
4362,900 University St,Aid Response,2026-01-28T09:57:00.000,47.61055,-122.329318,"{'type': 'Point', 'coordinates': [-122.329318, 47.61055]}",F260013018
4363,123 Broadway,Aid Response,2026-01-28T09:50:00.000,47.602343,-122.320739,"{'type': 'Point', 'coordinates': [-122.320739, 47.602343]}",F260013017
4364,11721 25th Ave Ne,Aid Response,2026-01-28T09:47:00.000,47.714,-122.301774,"{'type': 'Point', 'coordinates': [-122.301774, 47.714]}",F260013016
4365,515 3rd Ave,Low Acuity Response,2026-01-28T09:43:00.000,47.602158,-122.330849,"{'type': 'Point', 'coordinates': [-122.330849, 47.602158]}",F260013014
